datetime,open,high,low,close,volume
2026-04-28 09:15,24044.9,24167.9,24001.35,24148.3,0
2026-04-28 10:15,24148.4,24181.75,24124.25,24148.0,0
2026-04-28 11:15,24148.15,24148.95,24029.3,24048.25,0
2026-04-28 12:15,24046.85,24057.45,23992.55,24017.6,0
2026-04-28 13:15,24018.7,24049.0,23961.6,23981.95,0
2026-04-28 14:15,23983.2,24046.45,23968.65,23972.45,0
2026-04-28 15:15,23972.75,24016.5,23958.05,24016.5,0
2026-04-29 09:15,24103.0,24235.85,24060.65,24233.8,0
2026-04-29 10:15,24235.2,24298.85,24234.65,24288.15,0
2026-04-29 11:15,24289.9,24311.15,24260.0,24293.15,0
2026-04-29 12:15,24295.1,24334.2,24293.2,24318.2,0
2026-04-29 13:15,24319.7,24325.85,24197.45,24214.6,0
2026-04-29 14:15,24215.6,24230.7,24168.65,24170.15,0
2026-04-29 15:15,24170.0,24171.4,24142.95,24163.6,0
2026-04-30 09:15,24005.7,24005.7,23824.9,23828.6,0
2026-04-30 10:15,23828.7,23857.3,23798.9,23799.9,0
2026-04-30 11:15,23800.9,23899.75,23797.05,23899.75,0
2026-04-30 12:15,23899.05,23956.3,23873.3,23950.15,0
2026-04-30 13:15,23948.85,24060.75,23938.35,24022.85,0
2026-04-30 14:15,24021.5,24086.95,23962.95,23991.3,0
2026-04-30 15:15,23992.1,24051.8,23984.65,24043.7,0
2026-05-04 09:15,24096.2,24289.2,24096.2,24175.2,0
2026-05-04 10:15,24175.3,24240.65,24142.8,24227.25,0
2026-05-04 11:15,24227.5,24249.15,24115.8,24117.0,0
2026-05-04 12:15,24117.35,24154.1,24083.6,24109.1,0
2026-05-04 13:15,24109.05,24111.75,24005.3,24103.75,0
2026-05-04 14:15,24105.0,24149.7,24071.0,24123.25,0
2026-05-04 15:15,24125.05,24135.45,24110.2,24123.8,0
2026-05-05 09:15,24049.55,24070.1,23949.75,23986.0,0
2026-05-05 10:15,23986.1,23994.45,23915.25,23939.0,0
2026-05-05 11:15,23937.8,23966.75,23883.5,23946.45,0
2026-05-05 12:15,23945.95,24079.0,23933.8,24068.8,0
2026-05-05 13:15,24067.35,24080.95,24002.15,24016.8,0
2026-05-05 14:15,24017.2,24061.0,23997.85,24041.65,0
2026-05-05 15:15,24044.0,24059.7,24037.05,24052.15,0
2026-05-06 09:15,24179.6,24245.3,24096.5,24137.3,0
2026-05-06 10:15,24137.0,24155.4,24073.55,24089.3,0
