datetime,open,high,low,close,volume
2026-04-28 09:15,464.3,468.65,459.0,460.5,0
2026-04-28 10:15,460.25,461.0,459.55,460.85,10199
2026-04-28 11:15,460.85,461.9,459.05,459.75,14764
2026-04-28 12:15,459.35,460.35,459.05,459.85,4414
2026-04-28 13:15,459.8,460.0,459.05,459.25,2486
2026-04-28 14:15,459.25,461.0,459.05,459.1,9312
2026-04-28 15:15,459.05,460.6,459.05,459.1,9048
2026-04-29 09:15,460.45,462.8,458.1,458.85,0
2026-04-29 10:15,458.85,459.95,456.85,458.0,13690
2026-04-29 11:15,458.4,461.5,457.55,461.0,14827
2026-04-29 12:15,460.8,461.5,459.8,461.15,6249
2026-04-29 13:15,460.9,461.15,459.05,459.9,8026
2026-04-29 14:15,459.9,462.0,459.1,462.0,17177
2026-04-29 15:15,461.9,469.05,461.85,461.9,18016
2026-04-30 09:15,458.0,459.7,456.0,456.1,0
2026-04-30 10:15,456.1,469.75,456.1,468.65,56520
2026-04-30 11:15,468.4,469.75,468.0,468.95,24644
2026-04-30 12:15,469.25,469.5,468.6,469.5,15080
2026-04-30 13:15,469.15,471.8,468.6,471.8,34099
2026-04-30 14:15,471.55,474.9,468.1,474.45,64242
2026-04-30 15:15,474.85,474.9,470.1,474.0,33538
2026-05-04 09:15,471.0,480.15,471.0,474.8,0
2026-05-04 10:15,474.75,477.55,473.05,475.15,23365
2026-05-04 11:15,475.7,475.7,468.9,468.9,16698
2026-05-04 12:15,469.1,472.45,468.7,470.7,15494
2026-05-04 13:15,470.65,471.4,469.4,471.35,8914
2026-05-04 14:15,471.3,471.5,469.4,470.75,15560
2026-05-04 15:15,470.75,471.35,469.4,469.4,18936
2026-05-05 09:15,465.9,471.7,465.9,467.1,0
2026-05-05 10:15,467.1,469.0,466.8,468.3,6551
2026-05-05 11:15,468.3,468.3,467.05,467.7,3865
2026-05-05 12:15,467.75,469.35,467.15,468.45,4692
2026-05-05 13:15,468.4,469.2,466.3,467.45,12799
2026-05-05 14:15,467.45,468.4,466.95,468.25,9539
2026-05-05 15:15,468.25,475.9,468.1,470.6,14988
2026-05-06 09:15,475.65,479.75,470.7,472.15,0
2026-05-06 10:15,472.05,472.9,470.3,471.35,8614
2026-05-06 11:15,471.35,472.65,470.95,472.45,5201
2026-05-06 12:15,472.45,472.75,470.95,472.0,5487
2026-05-06 13:15,472.45,476.0,471.6,475.85,14531
2026-05-06 14:15,475.85,480.0,475.15,479.35,43285
2026-05-06 15:15,479.0,479.65,476.6,479.65,25564
2026-05-07 09:15,491.0,495.55,485.0,486.55,61290
2026-05-07 10:15,486.5,492.25,486.45,490.5,41303
2026-05-07 11:15,490.95,490.95,478.45,489.3,33907
2026-05-07 12:15,488.85,491.8,488.2,490.5,31814
