datetime,open,high,low,close,volume
2026-04-28 09:15,2135.6,2135.6,2108.0,2109.4,0
2026-04-28 10:15,2108.3,2114.9,2105.0,2109.1,45319
2026-04-28 11:15,2109.1,2113.4,2106.8,2109.2,19319
2026-04-28 12:15,2109.3,2121.3,2109.3,2111.0,42630
2026-04-28 13:15,2111.2,2113.9,2108.0,2108.6,46282
2026-04-28 14:15,2109.6,2128.5,2107.5,2127.3,104796
2026-04-28 15:15,2128.3,2136.0,2123.6,2131.1,35137
2026-04-29 09:15,2125.3,2162.3,2125.3,2128.0,0
2026-04-29 10:15,2128.9,2132.6,2119.4,2127.8,48077
2026-04-29 11:15,2128.7,2169.8,2128.7,2165.0,61875
2026-04-29 12:15,2165.0,2175.0,2154.4,2162.0,44866
2026-04-29 13:15,2161.2,2165.6,2141.0,2146.0,44059
2026-04-29 14:15,2145.9,2149.0,2126.0,2135.0,102443
2026-04-29 15:15,2134.4,2135.0,2130.1,2135.0,39466
2026-04-30 09:15,2123.9,2131.8,2110.9,2122.0,0
2026-04-30 10:15,2123.0,2140.0,2096.0,2097.2,50650
2026-04-30 11:15,2096.5,2107.8,2090.1,2094.8,29242
2026-04-30 12:15,2094.8,2101.7,2091.7,2094.6,16354
2026-04-30 13:15,2093.6,2101.8,2091.0,2092.7,39484
2026-04-30 14:15,2093.0,2109.8,2090.0,2090.8,80961
2026-04-30 15:15,2091.1,2110.0,2091.1,2110.0,56312
2026-05-04 09:15,2108.1,2175.0,2100.8,2165.5,0
2026-05-04 10:15,2164.0,2175.0,2159.8,2168.5,46393
2026-05-04 11:15,2168.6,2172.8,2150.4,2151.4,30395
2026-05-04 12:15,2151.4,2165.7,2150.3,2160.0,54338
2026-05-04 13:15,2160.1,2164.9,2154.8,2164.0,78354
2026-05-04 14:15,2164.6,2180.0,2162.8,2171.5,120505
2026-05-04 15:15,2171.5,2179.0,2169.0,2176.0,31104
2026-05-05 09:15,2170.9,2184.1,2168.6,2174.8,0
2026-05-05 10:15,2175.0,2181.8,2163.0,2166.5,32864
2026-05-05 11:15,2166.4,2173.9,2163.0,2173.7,22943
2026-05-05 12:15,2175.0,2176.0,2165.1,2172.2,27548
2026-05-05 13:15,2173.9,2174.6,2159.0,2168.3,38961
2026-05-05 14:15,2168.2,2183.7,2167.2,2183.7,72436
2026-05-05 15:15,2183.7,2184.9,2171.7,2178.9,31623
2026-05-06 09:15,2190.0,2193.4,2164.5,2171.6,0
2026-05-06 10:15,2171.2,2176.7,2160.4,2174.5,18528
2026-05-06 11:15,2175.1,2176.4,2161.3,2165.9,19125
2026-05-06 12:15,2164.5,2168.0,2156.1,2160.6,11905
2026-05-06 13:15,2160.6,2170.5,2158.7,2163.0,23502
2026-05-06 14:15,2162.8,2169.8,2151.9,2159.3,78364
2026-05-06 15:15,2159.1,2162.0,2153.0,2162.0,33075
2026-05-07 09:15,2167.8,2171.3,2146.1,2152.4,0
2026-05-07 10:15,2152.4,2169.6,2152.0,2166.6,21109
2026-05-07 11:15,2167.2,2176.0,2157.1,2172.0,16134
2026-05-07 12:15,2172.0,2182.1,2168.2,2177.7,27631
2026-05-07 13:15,2177.8,2184.7,2171.0,2171.0,32829
2026-05-07 14:15,2172.1,2174.8,2162.8,2165.6,38477
2026-05-07 15:15,2165.7,2173.0,2162.6,2170.0,31040
2026-05-08 09:15,2166.9,2175.1,2158.0,2170.0,0
2026-05-08 10:15,2170.0,2174.0,2165.3,2166.6,14387
2026-05-08 11:15,2166.5,2188.2,2163.8,2186.8,24980
2026-05-08 12:15,2186.5,2189.7,2180.0,2183.9,19629
2026-05-08 13:15,2183.9,2197.9,2178.2,2196.0,33805
2026-05-08 14:15,2196.4,2205.9,2193.0,2197.9,105905
2026-05-08 15:15,2197.3,2200.0,2193.7,2197.4,37746
2026-05-11 09:15,2193.9,2201.2,2166.8,2200.7,0
2026-05-11 10:15,2200.6,2204.0,2179.9,2183.0,89442
2026-05-11 11:15,2183.0,2196.9,2174.0,2192.6,53444
2026-05-11 12:15,2192.7,2195.3,2186.7,2190.2,9779
2026-05-11 13:15,2191.0,2191.0,2164.7,2164.7,88228
2026-05-11 14:15,2164.6,2164.6,2134.3,2137.2,140187
2026-05-11 15:15,2137.8,2140.0,2134.0,2140.0,43547
2026-05-12 09:15,2145.4,2146.1,2121.0,2127.2,0
2026-05-12 10:15,2129.6,2132.0,2118.0,2128.8,27801
2026-05-12 11:15,2129.0,2149.8,2126.9,2148.0,29996
2026-05-12 12:15,2147.6,2157.2,2142.6,2146.8,31084
2026-05-12 13:15,2147.4,2155.7,2142.5,2142.7,52358
2026-05-12 14:15,2143.2,2150.0,2119.0,2124.4,76146
