datetime,open,high,low,close,volume
2026-04-28 09:15,373.45,383.2,373.45,381.95,0
2026-04-28 10:15,381.9,382.9,380.85,381.65,1326785
2026-04-28 11:15,381.65,381.65,379.1,379.55,824440
2026-04-28 12:15,379.65,380.35,378.4,380.0,1135778
2026-04-28 13:15,380.0,380.35,377.95,378.15,1622942
2026-04-28 14:15,378.2,379.75,377.75,378.25,3330117
2026-04-28 15:15,378.25,378.25,376.55,377.25,1238906
2026-04-29 09:15,378.4,384.15,377.85,384.15,0
2026-04-29 10:15,384.25,384.85,382.3,382.45,1102448
2026-04-29 11:15,382.3,384.25,382.1,383.9,995171
2026-04-29 12:15,384.0,386.05,383.8,384.0,1432555
2026-04-29 13:15,384.05,384.4,382.1,383.0,1185949
2026-04-29 14:15,382.9,383.35,381.55,381.6,1380498
2026-04-29 15:15,381.65,382.0,381.0,382.0,693353
2026-04-30 09:15,376.6,380.4,376.6,378.8,0
2026-04-30 10:15,378.8,381.9,377.9,379.75,1523089
2026-04-30 11:15,379.6,380.55,377.7,380.25,4404546
2026-04-30 12:15,380.5,381.85,379.6,381.1,1366863
2026-04-30 13:15,381.1,383.4,380.9,382.4,2439899
2026-04-30 14:15,382.4,384.25,381.0,382.55,5998796
2026-04-30 15:15,382.55,386.55,382.4,384.5,7423713
2026-05-04 09:15,376.75,376.75,363.35,374.95,1301226
2026-05-04 10:15,374.95,376.2,373.8,375.1,7723713
2026-05-04 11:15,375.05,375.15,372.6,373.2,18431442
2026-05-04 12:15,373.15,374.25,371.4,371.9,4105607
2026-05-04 13:15,371.9,372.85,370.65,371.55,5259113
2026-05-04 14:15,371.4,372.35,370.5,371.85,7347039
2026-05-04 15:15,371.9,372.1,370.65,371.1,5461889
2026-05-05 09:15,371.0,371.4,368.75,370.1,0
2026-05-05 10:15,370.1,375.4,369.85,374.55,5406654
2026-05-05 11:15,374.6,375.25,372.6,373.4,2487083
2026-05-05 12:15,373.45,374.0,371.5,373.6,2047167
2026-05-05 13:15,373.65,374.2,372.25,372.6,3184766
2026-05-05 14:15,372.7,373.4,370.75,371.35,2747376
2026-05-05 15:15,371.5,371.95,371.0,371.25,649329
2026-05-06 09:15,374.1,374.7,372.3,373.25,0
2026-05-06 10:15,373.3,373.65,371.35,372.4,1558832
2026-05-06 11:15,372.45,373.95,370.25,370.75,3716342
2026-05-06 12:15,370.6,370.8,365.7,365.75,4749841
2026-05-06 13:15,365.8,369.3,365.75,368.95,3185164
2026-05-06 14:15,369.0,376.25,368.7,376.05,15469696
2026-05-06 15:15,376.0,379.8,375.25,377.6,5933396
2026-05-07 09:15,374.3,380.0,374.3,379.6,0
