datetime,open,high,low,close,volume
2026-04-28 09:15,5036.0,5105.0,5025.5,5076.5,0
2026-04-28 10:15,5076.5,5088.5,5057.5,5072.0,122446
2026-04-28 11:15,5071.5,5084.0,5030.5,5038.0,100452
2026-04-28 12:15,5036.5,5053.0,5027.5,5039.0,71076
2026-04-28 13:15,5040.5,5064.0,5040.0,5054.5,51760
2026-04-28 14:15,5054.0,5081.5,5047.0,5057.5,186567
2026-04-28 15:15,5056.5,5084.0,5054.0,5073.5,45332
2026-04-29 09:15,5091.5,5208.5,5091.5,5170.5,0
2026-04-29 10:15,5170.5,5189.0,5139.5,5161.0,38519
2026-04-29 11:15,5162.0,5179.0,5143.0,5177.0,52142
2026-04-29 12:15,5176.5,5188.0,5152.0,5152.0,43294
2026-04-29 13:15,5152.0,5154.0,5106.0,5113.5,38354
2026-04-29 14:15,5111.5,5126.0,5084.0,5112.0,103672
2026-04-29 15:15,5111.5,5117.5,5101.5,5111.0,48747
2026-04-30 09:15,5074.5,5076.5,5021.0,5035.0,0
2026-04-30 10:15,5033.5,5084.5,5030.0,5032.0,59365
2026-04-30 11:15,5032.0,5057.5,5022.5,5029.5,49011
2026-04-30 12:15,5030.0,5059.0,5027.0,5044.0,46383
2026-04-30 13:15,5044.0,5088.0,5037.5,5073.5,40449
2026-04-30 14:15,5075.0,5112.5,5060.0,5105.5,125106
2026-04-30 15:15,5105.5,5112.5,5089.5,5110.0,73000
2026-05-04 09:15,5186.5,5236.5,5148.5,5148.5,0
2026-05-04 10:15,5149.5,5152.0,5110.0,5121.5,69790
2026-05-04 11:15,5124.0,5131.0,5080.0,5085.0,79000
2026-05-04 12:15,5083.5,5091.5,5019.5,5024.0,83785
2026-05-04 13:15,5024.0,5072.5,5006.0,5071.5,80549
2026-05-04 14:15,5072.5,5092.5,5040.0,5064.0,83735
2026-05-04 15:15,5065.0,5080.0,5054.5,5080.0,39126
2026-05-05 09:15,5046.0,5079.5,5025.0,5030.0,0
2026-05-05 10:15,5024.0,5059.0,5018.0,5049.0,53579
2026-05-05 11:15,5046.5,5068.0,5039.0,5050.5,94267
2026-05-05 12:15,5054.0,5099.0,5050.0,5097.0,57327
2026-05-05 13:15,5099.0,5099.0,5070.0,5078.0,46540
2026-05-05 14:15,5075.0,5122.5,5064.0,5106.5,162305
